MUESTRA,PUNTO,LADO,COOR1,COOR2,EDAD,SEXO,EDAD.SEXO,LONG.TOT,ANTREAL1,ANTREAL2,ANTREAL3,ANTREAL4,ANTTOT,DIAMCAB,UNA,EMPODIO3,MAN,DENS,MUCRON,FURTOT,PAO,OJO,TORAX2,ABDOM1,ABDOM4,ABDOM5,ABDOM6,ABDOMTOT
I,A,Izquierdo,13,137,Desconocido,Desconocido,Desconocido-Desconocido,1460,30,52,54,82,61,272,42,18,80,40,20,140,28,0,184,132,196,90,0,418
I,A,Izquierdo,13,140,Desconocido,Desconocido,Desconocido-Desconocido,1040,22,34,40,60,30,176,26,12,0,0,0,0,18,0,130,80,110,50,22,262
I,A,Izquierdo,10,135,Adulto,Hembra,Adulto-Hembra,1400,34,50,50,84,61,272,40,18,88,44,22,154,22,10,182,132,190,108,20,450
I,A,Izquierdo,10,139,Desconocido,Desconocido,Desconocido-Desconocido,1360,24,50,46,70,47,224,38,18,80,42,22,144,24,0,174,120,166,90,22,398
I,A,Izquierdo,12,134,Desconocido,Desconocido,Desconocido-Desconocido,1540,36,58,54,84,68,280,36,20,80,40,22,142,20,0,188,142,190,102,26,460
I,A,Izquierdo,12,137,Desconocido,Desconocido,Desconocido-Desconocido,1300,30,40,48,70,46,232,36,16,60,40,22,122,18,0,164,110,148,82,20,360
I,A,Izquierdo,8,134,Adulto,Hembra,Adulto-Hembra,1220,30,46,44,72,48,216,34,14,90,34,20,144,20,0,140,106,148,86,20,360
I,A,Izquierdo,9,137,Desconocido,Desconocido,Desconocido-Desconocido,1420,30,58,54,80,63,272,44,18,80,42,20,142,20,0,172,122,168,84,22,396
I,A,Izquierdo,13,134,Desconocido,Desconocido,Desconocido-Desconocido,1560,34,56,58,88,70,280,44,20,90,40,24,154,24,0,198,144,196,104,26,470
I,A,Izquierdo,13,137,Desconocido,Desconocido,Desconocido-Desconocido,1240,22,42,48,76,46,232,34,16,90,36,22,148,18,0,160,112,150,90,20,372
I,A,Izquierdo,12,139,Desconocido,Desconocido,Desconocido-Desconocido,1340,32,48,52,80,58,248,36,18,80,40,20,140,22,0,180,124,150,86,22,382
I,A,Izquierdo,9,135,Adulto,Hembra,Adulto-Hembra,1600,32,40,44,72,46,232,32,18,86,30,22,138,18,0,146,110,142,84,16,352
